hospital_name,last_updated_on,version,hospital_location,hospital_address,license_number | VA,"To the best Of its knowledge And belief, the hospital has included all applicable standard charge information In accordance With the requirements Of 45 CFR 180.50, And the information encoded Is True, accurate, And complete As Of the Date indicated.",Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
Gastrointestinal Hemorrhage Without Cc/Mcc,379,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,SNP Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5431.74,other,5276.55,25718.42,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Hemorrhage Without Cc/Mcc,379,MS-DRG,,,,,facility,inpatient,,,,,,Multiplan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",25718.42,other,5276.55,25718.42,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Hemorrhage Without Cc/Mcc,379,MS-DRG,,,,,facility,inpatient,,,,,,Sentara Health Plan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",16874.6,other,5276.55,25718.42,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Hemorrhage Without Cc/Mcc,379,MS-DRG,,,,,facility,inpatient,,,,,,Piedmont Community Health Plan,Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",22123.37,other,5276.55,25718.42,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Hemorrhage Without Cc/Mcc,379,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",22524.75,other,5276.55,25718.42,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Hemorrhage Without Cc/Mcc,379,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,OneNet Workers Compensation Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",24888.79,other,5276.55,25718.42,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",29408.13,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem Exchange,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",8167.5,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",8527.5,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",8675,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",21711.19,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,Johns Hopkins US Family Health Plan,Other NonCommercial,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",12656.39,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,MedCost,Virginia All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",29045.07,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem - Healthkeepers Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",11098.85,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,Sentara Health Plan,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",10576.04,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,VA Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",9679.27,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",12165.97,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",11962.72,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,Sentara Health Plan,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",11846.58,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,SNP Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",12195,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,Multiplan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",33764.89,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,Sentara Health Plan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",22154.13,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,Piedmont Community Health Plan,Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",29045.07,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",30860.38,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Mcc,388,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,OneNet Workers Compensation Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",32675.7,other,8167.5,33764.89,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",22157.61,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem Exchange,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",19602,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",20466,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",20820,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",16358.33,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,Johns Hopkins US Family Health Plan,Other NonCommercial,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",9535.98,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,MedCost,Virginia All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",21884.06,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem - Healthkeepers Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",8362.44,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,Sentara Health Plan,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",7968.53,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,VA Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",7292.86,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6900.3,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6785.02,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,Sentara Health Plan,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6719.14,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,SNP Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6916.76,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,Multiplan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",25440.22,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,Sentara Health Plan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",16692.06,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,Piedmont Community Health Plan,Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",21884.06,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",23251.81,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction With Cc,389,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,OneNet Workers Compensation Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",24619.56,other,6719.14,25440.22,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",16594.66,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem Exchange,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",9801,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",10233,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",10410,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",12251.36,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,Johns Hopkins US Family Health Plan,Other NonCommercial,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",7141.85,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,MedCost,Virginia All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",16389.78,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem - Healthkeepers Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6262.95,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,Sentara Health Plan,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5967.93,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,VA Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5461.9,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5250.64,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5162.92,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,Sentara Health Plan,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5112.79,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,SNP Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",5263.17,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,Multiplan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",19053.12,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,Sentara Health Plan,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",12501.31,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,Piedmont Community Health Plan,Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",16389.78,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",17414.15,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
Gastrointestinal Obstruction Without Cc/Mcc,390,MS-DRG,,,,,facility,inpatient,,,,,,UnitedHealthCare,OneNet Workers Compensation Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",18438.51,other,5112.79,19053.12,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders With Mcc",391,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",20569.89,other,6534,23617.28,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders With Mcc",391,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem Exchange,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6534,other,6534,23617.28,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders With Mcc",391,MS-DRG,,,,,facility,inpatient,,,,,,BCBS,Anthem HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",6822,other,6534,23617.28,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm.",
